City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
347,Pogar,RU,52.554,33.2591,64.63,91,99,7.43,overcast clouds
348,Hovd,MN,48.0056,91.6419,59.92,49,5,0.47,clear sky
349,Ulladulla,AU,-35.35,150.4667,62.87,57,0,6.91,clear sky
350,Mazatlan,MX,23.2167,-106.4167,89.02,81,90,1.01,overcast clouds
351,Mamakan,RU,57.8161,114.0028,57.0,92,100,1.43,overcast clouds
352,Coquimbo,CL,-29.9533,-71.3436,51.53,100,20,3.44,few clouds
353,Chimoio,MZ,-19.1164,33.4833,54.21,73,0,3.2,clear sky
354,Fort Abbas,PK,29.1925,72.8536,90.7,57,91,12.8,overcast clouds
355,Sabang,ID,5.8933,95.3214,82.67,73,100,26.69,overcast clouds
356,Talnakh,RU,69.4865,88.3972,60.35,77,100,5.08,overcast clouds
357,Marathon,US,44.9,-89.7668,68.68,72,40,8.05,scattered clouds
358,Port Blair,IN,11.6667,92.75,82.22,81,100,19.48,overcast clouds
359,Gat,IL,31.61,34.7642,85.41,63,0,1.16,clear sky
360,Leningradskiy,RU,69.3833,178.4167,34.23,99,100,18.3,light rain
361,Nantucket,US,41.2835,-70.0995,68.11,76,90,6.91,overcast clouds
362,Olafsvik,IS,64.8945,-23.7142,53.35,90,67,3.33,broken clouds
363,Pilar,BR,-9.5972,-35.9567,71.53,89,60,5.5,broken clouds
364,Klaksvik,FO,62.2266,-6.589,47.32,79,96,4.92,overcast clouds
365,Prainha,BR,-1.8,-53.48,75.02,83,100,3.4,overcast clouds
366,Suvorovo,BG,43.3333,27.6,76.91,81,0,5.28,clear sky
367,Kjollefjord,NO,70.9457,27.3465,45.1,90,100,15.82,overcast clouds
368,Troy,US,42.6056,-83.1499,67.93,73,75,10.36,broken clouds
369,Galveston,US,29.3669,-94.9669,90.18,79,1,1.01,clear sky
370,Samarai,PG,-10.6167,150.6667,78.42,65,94,8.19,overcast clouds
371,Otane,NZ,-39.8833,176.6333,56.01,51,7,2.37,clear sky
372,Grand-Santi,GF,4.25,-54.3833,73.78,97,99,2.44,overcast clouds
373,Coruripe,BR,-10.1256,-36.1756,72.57,75,0,12.5,clear sky
374,Fecamp,FR,49.7579,0.3746,61.68,93,19,9.44,few clouds
375,Valasske Klobouky,CZ,49.1406,18.0076,61.9,90,100,4.63,overcast clouds
376,Walvis Bay,NA,-22.9575,14.5053,69.1,22,0,9.15,clear sky
377,Bokovskaya,RU,49.229,41.8306,74.14,51,20,3.8,few clouds
378,Codrington,AU,-38.2667,141.9667,52.47,72,39,20.4,scattered clouds
379,Chernyshevsk,RU,52.5243,117.0174,63.45,72,6,6.53,clear sky
380,Dunedin,NZ,-45.8742,170.5036,50.81,75,100,21.99,overcast clouds
381,Dalbandin,PK,28.8947,64.4101,82.98,12,26,8.1,scattered clouds
382,Nizwa,OM,22.9333,57.5333,88.02,43,100,1.14,overcast clouds
383,Mirnyy,RU,62.5353,113.9611,70.12,45,100,10.49,overcast clouds
384,Marquette,US,46.5333,-87.6335,59.83,84,17,3.67,few clouds
385,Tabuk,PH,17.4189,121.4443,85.48,66,99,2.84,overcast clouds
386,San-Pedro,CI,4.7485,-6.6363,75.69,88,100,7.18,overcast clouds
387,Tessalit,ML,20.1986,1.0114,85.37,46,100,14.97,overcast clouds
388,Tuatapere,NZ,-46.1333,167.6833,45.82,89,100,5.68,light rain
389,Ranikhet,IN,29.65,79.4167,64.26,93,50,1.52,scattered clouds
390,Belaya Gora,RU,68.5333,146.4167,52.23,39,29,6.46,scattered clouds
391,Asyut,EG,27.181,31.1837,87.01,18,4,5.77,clear sky
392,College,US,64.8569,-147.8028,79.12,55,75,0.0,broken clouds
393,Vaitape,PF,-16.5167,-151.75,78.1,68,22,14.97,few clouds
394,Krasnoselkup,RU,65.7,82.4667,60.24,80,92,6.44,overcast clouds
395,Grindavik,IS,63.8424,-22.4338,53.56,100,75,5.75,broken clouds
396,Superior,US,46.7208,-92.1041,71.28,63,1,3.44,clear sky
397,Phek,IN,25.6667,94.5,62.4,96,62,1.61,broken clouds
398,Ipixuna,BR,-1.7625,-48.8043,78.75,77,11,3.87,few clouds
399,Terra Nova,BR,-12.3667,-40.6667,59.88,82,58,4.09,broken clouds
400,Irbeyskoye,RU,55.6428,95.4522,59.36,90,100,3.38,overcast clouds
401,Ikungi,TZ,-5.1333,34.7667,55.83,76,1,9.33,clear sky
402,San Quintin,MX,30.4833,-115.95,74.03,66,6,12.64,clear sky
403,Filadelfia,US,39.9523,-75.1638,73.29,80,90,1.01,overcast clouds
404,Evensk,RU,61.95,159.2333,50.05,74,100,18.7,overcast clouds
405,Sinnamary,GF,5.3833,-52.95,78.03,84,3,8.05,clear sky
406,Ndjole,GA,-0.1783,10.7649,74.68,86,100,3.2,light rain
407,Saint-Pierre,RE,-21.3393,55.4781,67.64,65,40,5.75,scattered clouds
408,Stawell,AU,-37.05,142.7667,50.05,71,0,16.51,clear sky
409,Bobrovytsya,UA,50.75,31.3833,75.6,88,9,6.82,clear sky
410,Petatlan,MX,17.5167,-101.2667,87.6,88,90,3.04,overcast clouds
411,Deputatskiy,RU,69.3,139.9,50.27,55,10,6.55,clear sky
412,Dalby,AU,-27.1833,151.2667,77.99,50,25,1.99,scattered clouds
413,Keti Bandar,PK,24.1447,67.4497,81.93,84,100,20.09,overcast clouds
414,Gaur,NP,26.7667,85.2667,80.02,91,100,6.22,overcast clouds
415,Bumba,CD,2.1833,22.4667,70.11,91,100,2.53,overcast clouds
416,Kenai,US,60.5544,-151.2583,75.29,48,1,5.75,clear sky
417,Marrakesh,MA,31.6315,-8.0083,69.87,60,56,4.61,broken clouds
418,Dickinson,US,29.4608,-95.0513,90.16,73,40,1.01,scattered clouds
419,Zemio,CF,5.0314,25.1361,67.82,99,100,3.11,light rain
420,Mnogovershinnyy,RU,53.9353,139.9242,63.12,62,99,3.04,overcast clouds
421,Husavik,IS,66.0449,-17.3389,52.88,74,100,1.9,overcast clouds
422,Capim Grosso,BR,-11.3811,-40.0128,62.83,86,57,9.15,broken clouds
423,Kadoma,JP,34.7333,135.5833,90.64,62,75,2.3,broken clouds
424,Te Anau,NZ,-45.4167,167.7167,48.36,83,100,2.13,overcast clouds
425,Irbil,IQ,36.1926,44.0106,93.02,24,40,6.91,scattered clouds
426,Merrill,US,45.1805,-89.6835,66.38,59,1,4.61,clear sky
427,Grand Gaube,MU,-20.0064,57.6608,66.38,85,17,3.0,few clouds
428,Vardo,NO,70.3705,31.1107,49.3,96,100,8.93,overcast clouds
429,Itarema,BR,-2.9248,-39.9167,75.92,75,11,8.79,few clouds
430,Bhuj,IN,23.2667,69.6667,80.53,83,100,16.84,overcast clouds
431,Harlingen,US,26.1906,-97.6961,89.35,80,1,13.8,clear sky
432,Nelson Bay,AU,-32.7167,152.15,67.28,70,96,9.13,overcast clouds
433,Karlshamn,SE,56.1706,14.8619,57.69,88,6,8.23,clear sky
434,Tlacotepec,MX,20.0667,-97.8667,65.71,95,90,0.58,overcast clouds
435,Kununurra,AU,-15.7667,128.7333,82.38,57,7,4.61,clear sky
436,Sao Joao Do Paraiso,BR,-15.3136,-42.0144,54.34,80,91,4.32,overcast clouds
437,Cabedelo,BR,-6.9811,-34.8339,72.27,84,27,16.37,scattered clouds
438,Lufilufi,WS,-13.8745,-171.5986,77.79,81,88,20.8,moderate rain
439,Lavrentiya,RU,65.5833,-171.0,43.27,79,100,18.59,overcast clouds
440,Xunchang,CN,28.4543,104.715,79.56,62,0,3.04,clear sky
441,Salinopolis,BR,-0.6136,-47.3561,77.94,80,91,7.43,overcast clouds
442,Kencong,ID,-8.2833,113.3667,79.74,72,39,1.16,scattered clouds
443,Bengkulu,ID,-3.8004,102.2655,75.9,89,97,3.71,overcast clouds
444,Hobyo,SO,5.3505,48.5268,76.89,78,10,23.02,clear sky
445,Mayo,US,38.8876,-76.5119,75.87,93,20,0.0,few clouds
446,Charters Towers,AU,-20.1,146.2667,77.49,45,0,9.78,clear sky
447,Amahai,ID,-3.3333,128.9167,81.81,76,22,1.97,few clouds
448,Oistins,BB,13.0667,-59.5333,80.69,78,20,11.5,few clouds
449,Minsk,BY,53.9,27.5667,65.95,97,100,7.18,overcast clouds
450,Shingu,JP,33.7333,135.9833,85.91,70,100,6.38,overcast clouds
451,Avera,US,33.194,-82.5271,88.72,69,21,5.73,few clouds
452,Guangyuan,CN,32.442,105.823,84.76,76,2,0.83,clear sky
453,Luquillo,PR,18.3725,-65.7166,82.81,89,40,9.22,scattered clouds
454,Agirish,RU,61.9247,63.0231,54.9,94,14,7.43,few clouds
455,Kapit,MY,2.0167,112.9333,75.65,97,100,1.32,overcast clouds
456,Yumen,CN,40.2833,97.2,68.2,42,48,3.94,scattered clouds
457,Cabo San Lucas,MX,22.8909,-109.9124,93.51,64,20,5.01,few clouds
458,Phuket,TH,8.0,98.25,84.09,83,75,18.41,broken clouds
459,Corn Island,NI,12.1694,-83.0418,82.26,82,98,20.18,overcast clouds
460,Sivas,TR,39.7916,37.0019,52.43,93,0,3.44,clear sky
461,Kroya,ID,-7.6331,109.2461,76.71,83,90,5.1,overcast clouds
462,Innisfail,AU,-17.5333,146.0333,76.35,57,0,7.38,clear sky
463,Fare,PF,-16.7,-151.0167,77.23,68,3,14.38,clear sky
464,Ust-Kuyga,RU,70.0167,135.6,65.46,37,0,5.41,clear sky
465,Sibolga,ID,1.7427,98.7792,77.16,83,71,3.22,broken clouds
466,Haines Junction,CA,60.7522,-137.5108,81.82,27,12,5.48,few clouds
467,Ribeira Do Pombal,BR,-10.8344,-38.5358,62.71,95,0,3.0,clear sky
468,Chicla,PE,-11.705,-76.2686,42.67,75,30,10.04,scattered clouds
469,Omsukchan,RU,62.5333,155.8,34.47,100,100,9.55,light rain
470,Kalmunai,LK,7.4167,81.8167,79.79,76,100,5.91,overcast clouds
471,San Jeronimo,PE,-11.9472,-75.2829,47.25,74,38,4.27,scattered clouds
472,Vryheid,ZA,-27.7695,30.7917,48.52,25,74,4.34,broken clouds
473,Sorland,NO,67.667,12.6934,49.3,75,100,11.68,overcast clouds
474,Kahului,US,20.8947,-156.47,85.26,62,20,33.38,few clouds
475,Sekoma,BW,-24.4,23.8833,48.16,33,0,5.21,clear sky
476,Birao,CF,10.2849,22.7882,69.73,96,74,4.18,broken clouds
477,North Bend,US,43.4065,-124.2243,66.92,91,90,12.66,overcast clouds
478,Dongsheng,CN,39.8161,109.9776,67.73,40,20,9.98,few clouds
479,Bay Roberts,CA,47.5999,-53.2648,62.02,87,11,5.99,few clouds
480,Pimentel,PE,-6.8367,-79.9342,64.99,84,0,3.0,clear sky
481,Northam,GB,51.0333,-4.2167,56.61,90,39,6.44,scattered clouds
482,Odienne,CI,9.51,-7.5692,69.15,97,18,4.16,few clouds
483,Fougamou,GA,-1.2154,10.5838,73.62,85,100,2.89,overcast clouds
484,Bhatkal,IN,13.9667,74.5667,78.12,86,92,10.89,overcast clouds
485,Vyshneve,UA,50.3891,30.3705,75.09,75,0,4.47,clear sky
486,Xihe,CN,31.6864,113.4659,85.17,79,96,8.3,overcast clouds
487,Jiwani,PK,25.05,61.7417,81.61,89,100,13.69,overcast clouds
488,Sokoto,NG,13.0609,5.239,72.91,84,80,15.97,broken clouds
489,Lianran,CN,24.9227,102.485,69.64,71,0,1.57,clear sky
490,Taoudenni,ML,22.6783,-3.9836,96.1,26,54,13.89,broken clouds
491,Beyneu,KZ,45.3167,55.2,85.42,17,0,9.48,clear sky
492,Pohrebyshche,UA,49.4864,29.2636,67.84,77,68,7.76,broken clouds
493,Joensuu,FI,62.6012,29.7632,61.27,90,90,1.99,overcast clouds
494,Severo-Kurilsk,RU,50.6789,156.125,57.58,67,21,14.38,few clouds
495,Hualmay,PE,-11.0964,-77.6139,63.77,83,17,10.78,few clouds
496,Kletnya,RU,53.3897,33.2171,66.36,97,100,6.89,overcast clouds
497,Mahibadhoo,MV,3.7833,72.9667,82.04,75,100,9.98,light rain
498,Qena,EG,26.1615,32.7183,88.18,21,11,5.7,few clouds
499,Kachiry,KZ,53.0675,76.1036,70.11,63,3,6.26,clear sky
500,Kijang,KR,35.2442,129.2139,84.88,72,100,8.79,overcast clouds
501,Barcelona,ES,41.3888,2.159,72.97,80,0,4.61,clear sky
502,Luba,GQ,3.4568,8.5547,76.6,85,22,5.17,light rain
503,Lovozero,RU,68.005,35.0117,50.88,89,70,7.74,broken clouds
504,Padang,ID,-0.9492,100.3543,75.25,88,100,3.33,overcast clouds
505,Mirador,BR,-6.3708,-44.3631,78.49,41,87,6.64,overcast clouds
506,Banda Aceh,ID,5.5577,95.3222,80.71,74,100,17.36,overcast clouds
507,Soe,ID,-9.8607,124.284,76.66,56,52,5.77,broken clouds
508,Kendari,ID,-3.945,122.4989,80.46,80,7,2.64,clear sky
509,Ayia Marina,GR,37.75,23.5333,88.75,64,0,5.21,clear sky
510,Doctor Juan Manuel Frutos,PY,-25.3667,-55.8,54.84,64,0,3.69,clear sky
511,Umm Lajj,SA,25.0213,37.2685,86.85,46,58,4.07,broken clouds
512,Alekseyevsk,RU,57.8406,108.3492,65.46,52,99,8.28,overcast clouds
513,Rio Branco,BR,-9.9747,-67.81,75.81,64,0,3.44,clear sky
514,Camacha,PT,33.0833,-16.3333,68.76,78,40,14.97,scattered clouds
515,Natal,BR,-5.795,-35.2094,75.85,78,40,9.22,scattered clouds
516,Lorengau,PG,-2.0226,147.2712,84.56,76,27,11.14,scattered clouds
517,Dolores,AR,-36.3132,-57.6792,42.21,93,0,5.19,clear sky
518,Sisimiut,GL,66.9395,-53.6735,50.83,68,0,6.93,clear sky
519,Kuah,MY,6.3265,99.8432,83.59,69,100,5.23,overcast clouds
520,Bilibino,RU,68.0546,166.4372,47.01,50,97,9.13,overcast clouds
521,Aranda De Duero,ES,41.6704,-3.6892,56.97,50,78,6.8,broken clouds
522,Mareeba,AU,-17.0,145.4333,77.49,60,0,6.2,clear sky
523,Stepnyak,KZ,52.8339,70.7803,68.68,70,23,9.4,few clouds
524,Mangalia,RO,43.8,28.5833,79.09,82,0,12.33,light rain
525,Ambilobe,MG,-13.2,49.05,68.92,75,48,2.51,scattered clouds
526,Yaounde,CM,3.8667,11.5167,67.62,91,100,5.14,overcast clouds
527,Przasnysz,PL,53.0191,20.8803,61.68,95,100,6.76,light rain
528,La Peca,PE,-5.6111,-78.435,65.43,90,59,3.36,light rain
529,Anadyr,RU,64.75,177.4833,48.7,81,75,2.24,light intensity shower rain
530,Cairns,AU,-16.9167,145.7667,82.11,62,40,12.66,scattered clouds
531,Annonay,FR,45.2397,4.6708,58.82,88,46,4.97,scattered clouds
532,Ostrow Mazowiecka,PL,52.8024,21.8951,61.63,97,100,10.83,moderate rain
533,Benguela,AO,-12.5763,13.4055,69.62,88,23,4.05,few clouds
534,Shubarkuduk,KZ,49.1447,56.4872,78.35,39,9,6.44,clear sky
535,Yanam,IN,16.7333,82.2167,84.6,63,100,5.91,overcast clouds
536,Leamington,CA,42.0549,-82.6062,70.83,82,0,3.0,clear sky
537,Mirpur Khas,PK,25.5251,69.0159,82.6,75,97,18.79,overcast clouds
538,Concepcion,CL,-36.827,-73.0498,49.8,87,0,8.05,clear sky
539,Dongying,CN,37.4564,118.4856,80.64,66,0,6.89,light rain
540,Acarau,BR,-2.8856,-40.12,76.46,73,17,9.04,few clouds
541,Guiratinga,BR,-16.3494,-53.7583,70.84,29,0,5.3,clear sky
542,San Juan Bautista,PE,-14.0108,-75.7358,57.83,69,0,1.01,clear sky
543,Havelock,US,34.8791,-76.9013,75.94,96,27,3.0,moderate rain
544,Rafsanjan,IR,30.4067,55.9939,80.58,19,55,7.18,broken clouds
545,Barreirinhas,BR,-2.7469,-42.8264,75.47,83,35,4.7,scattered clouds
546,Marsa Matruh,EG,31.3525,27.2453,79.16,86,0,12.21,clear sky
547,Alta Floresta,BR,-9.8756,-56.0861,75.67,42,9,4.36,clear sky
548,Hashtrud,IR,37.4779,47.0508,64.35,62,24,3.4,few clouds
549,Guigue,VE,10.0853,-67.7792,70.84,96,100,4.0,overcast clouds
550,Usinsk,RU,65.9939,57.5281,51.46,91,100,6.15,overcast clouds
551,Kapoeta,SS,4.7717,33.5903,76.53,56,96,0.49,overcast clouds
552,Mehamn,NO,71.0357,27.8492,45.27,91,100,17.81,light rain
553,Jiangyou,CN,31.7667,104.7167,83.75,66,0,2.39,clear sky
554,Harper,LR,4.375,-7.7169,76.3,78,100,6.15,overcast clouds
555,Sakakah,SA,29.9697,40.2064,85.26,21,0,10.89,clear sky
556,Cedar City,US,37.6775,-113.0619,72.18,68,40,12.66,scattered clouds
557,Suleja,NG,9.1758,7.1808,68.67,96,100,2.21,overcast clouds
558,Tucupita,VE,9.0622,-62.051,73.54,97,72,3.42,broken clouds
559,Tres Arroyos,AR,-38.3739,-60.2798,41.14,57,0,8.52,clear sky
560,Maragogi,BR,-9.0122,-35.2225,73.17,78,0,12.19,clear sky
561,Oxilithos,GR,38.5833,24.1167,87.93,45,0,4.25,clear sky
562,Bahir Dar,ET,11.5936,37.3908,58.77,89,99,3.56,light rain
563,Kavieng,PG,-2.5744,150.7967,83.03,76,13,7.99,light rain
564,Ankeny,US,41.7297,-93.6058,75.49,60,20,6.91,few clouds
565,Portachuelo,BO,-17.35,-63.4,67.1,22,54,11.03,broken clouds
566,Nalut,LY,30.3333,10.85,87.08,14,4,8.97,clear sky
567,Bulgan,MN,48.8125,103.5347,59.59,93,99,4.23,overcast clouds
568,Nongan,CN,44.382,125.1685,68.05,91,100,10.4,light rain
569,Yeniseysk,RU,58.4497,92.1703,62.33,84,63,2.08,broken clouds
570,Komsomolskiy,UZ,40.4272,71.7189,76.42,53,11,4.61,few clouds
571,Tenenkou,ML,14.4572,-4.9169,82.29,62,21,10.8,few clouds
572,Bereda,ES,43.2686,-7.5406,59.41,100,96,2.86,overcast clouds
573,Tarauaca,BR,-8.1614,-70.7656,70.21,51,5,2.89,clear sky
574,Florida,US,28.7505,-82.5001,84.25,65,95,8.28,overcast clouds
575,Ossora,RU,59.2353,163.0719,52.68,76,100,8.23,overcast clouds
576,Okha,RU,53.5739,142.9478,59.85,72,100,9.89,overcast clouds
577,Turka,UA,49.1541,23.0297,62.15,90,0,3.4,clear sky
578,Papetoai,PF,-17.4961,-149.8729,81.99,62,0,11.12,clear sky
579,Sampit,ID,-2.5333,112.95,81.1,77,91,3.47,overcast clouds
580,Tambovka,RU,50.0969,128.0489,62.71,70,100,8.05,overcast clouds
581,Ekhabi,RU,53.5102,142.9671,60.46,70,100,10.11,overcast clouds
582,Kyshtovka,RU,56.555,76.6271,61.93,96,86,7.58,moderate rain
583,San Joaquin,US,37.9333,-121.3011,99.48,37,1,14.97,clear sky
584,Dowa,MW,-13.654,33.9375,53.67,72,44,0.74,scattered clouds
585,Kenora,CA,49.8167,-94.4337,72.25,44,29,5.7,scattered clouds
586,Berlevag,NO,70.8578,29.0864,46.02,92,100,17.67,light rain
587,Raga,SS,8.4596,25.678,67.69,96,100,4.45,overcast clouds
588,Rzhyshchiv,UA,49.9689,31.0463,76.1,82,3,7.63,clear sky
589,Bako,ET,5.7833,36.5667,65.43,58,97,5.93,overcast clouds
590,Korla,CN,41.7597,86.1469,77.27,15,98,2.42,overcast clouds
591,Hamilton,US,39.1834,-84.5333,73.78,63,1,1.99,clear sky
592,Matay,EG,28.419,30.7792,84.36,30,1,7.9,clear sky
593,Mazagao,BR,-0.115,-51.2894,78.85,90,41,2.68,scattered clouds
594,Terney,RU,45.0503,136.6092,68.0,89,100,9.06,overcast clouds
595,Alakurtti,RU,66.9672,30.3491,54.63,99,100,3.0,overcast clouds
596,Orhei,MD,47.3831,28.8231,72.79,71,5,6.96,clear sky
597,George,ZA,-33.963,22.4617,56.35,78,100,3.89,light rain
598,Ligayan,PH,4.6533,119.4706,84.6,71,100,11.27,light rain
599,Xuzhou,CN,34.1805,117.1571,82.33,80,7,6.2,light rain
600,Rennes,FR,48.1667,-1.6667,59.58,100,23,3.44,few clouds
601,Am Timan,TD,11.0297,20.2827,71.2,96,98,4.16,overcast clouds
602,Aldan,RU,58.6031,125.3894,54.52,94,100,2.98,light rain
603,Cayenne,GF,4.9333,-52.3333,82.09,80,10,1.14,clear sky
604,Pampierstad,ZA,-27.7832,24.6877,44.29,51,3,3.53,clear sky
605,Nador,MA,35.174,-2.9287,68.25,49,0,0.0,clear sky
606,Mogadishu,SO,2.0371,45.3438,75.79,84,47,17.0,light rain
607,Quesnel,CA,52.9999,-122.5029,78.87,48,100,7.38,overcast clouds
608,Manoel Urbano,BR,-8.8389,-69.2597,68.94,54,0,2.48,clear sky
609,Arlit,NE,18.7369,7.3853,95.0,25,5,11.86,clear sky
610,Praia Da Vitoria,PT,38.7333,-27.0667,75.76,89,99,13.98,overcast clouds
611,Snasa,NO,64.2457,12.3778,43.47,97,45,5.08,scattered clouds
612,Moindou,NC,-21.6924,165.677,71.55,49,0,11.81,clear sky
613,Aljezur,PT,37.3191,-8.8033,64.08,98,90,7.38,overcast clouds
614,Hami,CN,42.8,93.45,73.42,33,6,4.34,clear sky
615,Nautla,MX,20.2167,-96.7833,82.24,77,19,7.87,few clouds
616,Prince Rupert,CA,54.3161,-130.3201,64.13,78,98,5.19,overcast clouds
617,Sabzevar,IR,36.2126,57.6819,75.52,16,0,14.88,clear sky
618,Los Reyes,MX,19.35,-98.9667,63.91,72,90,9.22,light rain
619,Riverton,US,40.5219,-111.9391,83.88,51,75,1.99,broken clouds
620,Kotlas,RU,61.2611,46.6556,58.06,99,92,5.44,overcast clouds
621,Bandarbeyla,SO,9.4942,50.8122,82.09,62,11,27.92,few clouds
622,Kysyl-Syr,RU,63.8986,122.7617,79.47,34,94,8.68,overcast clouds
623,Ternate,ID,0.8,127.4,82.87,76,73,6.51,broken clouds
624,Madang,PG,-5.2246,145.7966,83.26,75,17,3.24,few clouds
625,Brightwater,NZ,-41.3833,173.1167,56.86,73,57,4.14,broken clouds
626,Tera,NE,14.0078,0.7531,82.74,59,99,13.44,overcast clouds
627,Samfya,ZM,-11.3649,29.5565,56.46,80,2,6.62,clear sky
628,Khasan,RU,42.4308,130.6434,75.58,89,94,17.98,overcast clouds
629,Mecca,SA,21.4267,39.8261,87.66,45,7,6.49,clear sky
630,Nemuro,JP,43.3236,145.575,65.88,99,100,6.13,overcast clouds
631,Cuenca,EC,-2.8833,-78.9833,50.77,97,100,3.49,overcast clouds
632,Altagracia De Orituco,VE,9.8601,-66.3814,70.72,97,77,0.49,broken clouds
633,Saint-Joseph,RE,-21.3667,55.6167,66.56,71,37,7.58,scattered clouds
634,Manakara,MG,-22.1333,48.0167,61.63,93,4,4.56,clear sky
635,Alice Springs,AU,-23.7,133.8833,67.55,28,31,16.11,scattered clouds
636,Moche,PE,-8.1711,-79.0092,64.58,88,90,8.05,mist
637,Sandwick,GB,60.0,-1.25,48.02,93,90,9.22,overcast clouds
638,Montepuez,MZ,-13.1256,38.9997,61.16,77,0,6.6,clear sky
639,Chadan,RU,51.2833,91.5833,60.31,62,0,1.59,clear sky
640,Lichinga,MZ,-13.3128,35.2406,50.77,81,7,3.44,clear sky
641,Kongolo,CD,-5.3833,27.0,73.15,42,9,3.29,clear sky
642,Alyangula,AU,-13.8483,136.4192,80.47,78,90,9.22,overcast clouds
643,Shirokiy,RU,49.758,129.523,62.94,98,100,2.75,overcast clouds
644,Tlalchapa,MX,18.4,-100.4667,80.15,84,3,2.21,clear sky
645,Flin Flon,CA,54.7682,-101.865,85.33,27,4,6.15,clear sky
646,Broken Hill,AU,-31.95,141.4333,58.08,54,0,21.03,clear sky
647,Ghanzi,BW,-21.5667,21.7833,50.49,47,0,6.78,clear sky
648,Pindwara,IN,24.8,73.0667,72.7,91,100,7.56,overcast clouds
649,Batemans Bay,AU,-35.7167,150.1833,59.2,58,0,4.79,clear sky
650,Shelburne,CA,44.0787,-80.2041,58.89,78,49,7.0,scattered clouds
651,Mahon,ES,39.8885,4.2658,70.36,78,0,5.75,clear sky
652,Lata,PT,40.1629,-8.3327,65.91,97,100,1.07,overcast clouds
653,Penzance,GB,50.1186,-5.5371,58.21,77,29,9.19,scattered clouds
654,Nishihara,JP,26.1842,127.7558,85.66,92,75,16.11,broken clouds
655,Melilla,ES,35.2937,-2.9383,68.38,49,0,0.0,clear sky
656,Ferkessedougou,CI,9.6,-5.2,70.36,97,49,4.38,scattered clouds
657,Atambua,ID,-9.1061,124.8925,81.88,56,8,4.07,clear sky
658,Shumskiy,RU,54.8318,99.1328,55.51,98,100,3.65,overcast clouds
659,Jesus Del Monte,MX,19.1081,-99.9944,60.21,90,83,5.26,broken clouds
660,Portland,US,45.5234,-122.6762,95.32,45,20,3.0,few clouds
661,Luwuk,ID,-0.9516,122.7875,83.35,70,8,5.75,clear sky
662,Muborak,UZ,39.2553,65.1528,78.94,16,0,8.05,clear sky
663,Carballo,ES,43.213,-8.691,62.87,94,39,3.85,scattered clouds
664,Gambela,ET,8.25,34.5833,69.26,97,100,2.15,light rain
665,Jiexiu,CN,37.0244,111.9125,78.21,56,74,4.03,broken clouds
666,Galle,LK,6.0367,80.217,78.8,85,34,10.16,scattered clouds
667,Bela,IN,25.9333,81.9833,77.83,86,94,9.8,overcast clouds
668,Presidencia Roque Saenz Pena,AR,-26.7852,-60.4388,54.28,49,0,4.72,clear sky
669,Guilin,CN,25.2819,110.2864,84.27,77,93,2.26,overcast clouds
670,Rostusa,MK,41.61,20.6,70.83,41,0,3.13,clear sky
671,Henderson,US,36.0397,-114.9819,101.64,25,1,11.5,clear sky
672,Calatayud,ES,41.3535,-1.6432,66.78,60,0,2.35,clear sky
673,Angoche,MZ,-16.2325,39.9086,67.98,74,3,8.7,clear sky
674,Whitehorse,CA,60.7161,-135.0538,88.02,22,7,5.1,clear sky
675,Rawson,AR,-43.3002,-65.1023,55.96,39,33,7.94,scattered clouds
676,Lumberton,US,34.6182,-79.0086,79.18,63,100,4.9,moderate rain
677,Whitecourt,CA,54.1502,-115.6855,87.57,37,93,6.64,overcast clouds
678,Nanacamilpa,MX,19.4833,-98.55,58.03,87,50,3.09,scattered clouds
679,Kayes,ML,14.0,-11.0,74.55,92,49,3.78,scattered clouds
680,Ust-Kut,RU,56.7938,105.7672,68.72,44,0,2.89,clear sky
681,Palu,ID,-0.8917,119.8707,83.93,74,75,0.58,broken clouds
682,Saint Pete Beach,US,27.7253,-82.7412,87.03,73,1,1.01,clear sky
683,Brae,GB,60.3964,-1.353,48.11,80,100,12.03,overcast clouds
684,Kiama,AU,-34.6833,150.8667,63.25,77,10,5.5,clear sky
685,Bathsheba,BB,13.2167,-59.5167,81.21,78,20,11.5,few clouds
686,Lupiro,TZ,-8.3833,36.6667,65.32,88,66,3.76,light rain
687,Necochea,AR,-38.5473,-58.7368,41.65,70,0,8.84,clear sky
688,Wakkanai,JP,45.4094,141.6739,64.38,100,75,13.8,mist
689,Pringsewu,ID,-5.3582,104.9744,77.16,90,39,0.4,scattered clouds
690,Srivardhan,IN,18.0333,73.0167,79.7,83,100,16.28,overcast clouds
691,Namatanai,PG,-3.6667,152.4333,84.42,70,26,6.13,scattered clouds
692,Barstow,US,34.8986,-117.0228,101.39,14,0,4.32,clear sky
693,Parede,PT,38.6928,-9.3541,70.29,86,99,1.01,overcast clouds
694,Aitape,PG,-3.1374,142.3475,82.87,76,44,1.59,scattered clouds
695,Omboue,GA,-1.5746,9.2618,75.11,79,100,6.93,overcast clouds
696,Lakselv,NO,70.0513,24.9718,44.42,93,90,0.0,overcast clouds
697,Vila Velha,BR,-20.3297,-40.2925,62.55,88,75,3.44,broken clouds
698,Alaca,TR,40.1683,34.8425,59.67,87,0,3.67,clear sky
699,Tommot,RU,58.9564,126.2925,57.24,96,100,10.09,light rain
