City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
632,Altagracia De Orituco,VE,70.72,broken clouds,9.8601,-66.3814,Posada Quinta Mi Refugio
633,Saint-Joseph,RE,66.56,scattered clouds,-21.3667,55.6167,"""Plantation Bed and Breakfast"
635,Alice Springs,AU,67.55,scattered clouds,-23.7,133.8833,Desert Palms Alice Springs
641,Kongolo,CD,73.15,clear sky,-5.3833,27.0,Mustafa Zengin Büyük Çerkes Düklüğü
642,Alyangula,AU,80.47,overcast clouds,-13.8483,136.4192,Groote Eylandt Lodge
648,Pindwara,IN,72.7,overcast clouds,24.8,73.0667,Arbuda tour and travels
651,Mahon,ES,70.36,clear sky,39.8885,4.2658,ARTIEM Capri
652,Lata,PT,65.91,overcast clouds,40.1629,-8.3327,Casa Maquia
655,Melilla,ES,68.38,clear sky,35.2937,-2.9383,Hotel Nacional
656,Ferkessedougou,CI,70.36,scattered clouds,9.6,-5.2,Hotel Chateau
657,Atambua,ID,81.88,clear sky,-9.1061,124.8925,Pastori 1 Jemaat Polycarpus
661,Luwuk,ID,83.35,clear sky,-0.9516,122.7875,Hotel Santika Luwuk
662,Muborak,UZ,78.94,clear sky,39.2553,65.1528,Muborak temiryoʻl vakzali
664,Gambela,ET,69.26,light rain,8.25,34.5833,Solomon Debebe Hotel
665,Jiexiu,CN,78.21,broken clouds,37.0244,111.9125,IU Hotel Jinzhong Yuhua Road
666,Galle,LK,78.8,scattered clouds,6.0367,80.217,Amangalla
667,Bela,IN,77.83,overcast clouds,25.9333,81.9833,Raj Bhawan
669,Guilin,CN,84.27,overcast clouds,25.2819,110.2864,Grand 0773 Hotel
670,Rostusa,MK,70.83,clear sky,41.61,20.6,Fuat Motel
672,Calatayud,ES,66.78,clear sky,41.3535,-1.6432,Hotel Monasterio Benedictino
673,Angoche,MZ,67.98,clear sky,-16.2325,39.9086,Guest House HESADA
676,Lumberton,US,79.18,moderate rain,34.6182,-79.0086,"Country Inn & Suites by Radisson, Lumberton, NC"
680,Ust-Kut,RU,68.72,clear sky,56.7938,105.7672,Otel Flagman
681,Palu,ID,83.93,broken clouds,-0.8917,119.8707,Hotel Santika Palu
685,Bathsheba,BB,81.21,few clouds,13.2167,-59.5167,Atlantis Hotel
686,Lupiro,TZ,65.32,light rain,-8.3833,36.6667,AFRICAN JACCANA EXECUTIVE LODGE
689,Pringsewu,ID,77.16,scattered clouds,-5.3582,104.9744,Urban Style by Front One
690,Srivardhan,IN,79.7,overcast clouds,18.0333,73.0167,Savli Resort/Hotel - Shrivardhan
691,Namatanai,PG,84.42,scattered clouds,-3.6667,152.4333,Seagulls Inn Namatani
693,Parede,PT,70.29,overcast clouds,38.6928,-9.3541,Riviera Hotel
695,Omboue,GA,75.11,overcast clouds,-1.5746,9.2618,Hotel Olako
700,Panzhihua,CN,74.39,clear sky,26.5851,101.7128,Electric Power Hotel
702,Kutum,SD,72.0,broken clouds,14.2,24.6667,Dibbo areaمنطقة دبو
708,Dzerzhinsk,RU,67.82,clear sky,56.2389,43.4631,Hotel Druzhba
710,Melfi,IT,76.23,clear sky,40.9965,15.6514,HOTEL TERME DI RAPOLLA
713,Tabou,CI,76.23,overcast clouds,4.423,-7.3528,hotêl doufoulougou
